name,source,expected_attack_class,disclosure_date,notes
scikit-learn-fast,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
black-next,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
boto3-cli,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
opencv-tools,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
modernScikitlearn,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
typer-v2,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
wheel_py,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
isort-sync,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
wandb-fix,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
wandb-simple,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pip-ext,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
seaaborn,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
gensim-official,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
smartPytestasyncio,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
hyperLangchain,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
autoTox,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
typer-fast,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pre-commit-simple,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
sqlalchemy-client,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
anthrpoic,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
wheel-easy,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
flask-tools,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
xgobost,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
isort2025,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
wheel-extras,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
torch_python,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pandas-api,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
easyFastapi,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pydantic-binding,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
openKafka,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
lightgbm-sync,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
ultraTensorflow,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pre-commit3,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
ultraSeaborn,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
tox_main,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
xDask,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
langchain-kit,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pip-kit,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
statsmodels-simple,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
celery-addon,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
proPydantic,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
plusNumpy,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
dask2025,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
poetry-client,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
langchain-tools,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
aiohttp-compat,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pillow3,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
django-common,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
boto3-pro,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
spacy4,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
tensorflow-py,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
huggingface-hub-api,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
lightgbm-extra,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pip-easy,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
twine-next,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
setuptools-lite,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
black-toolkit,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
aiohttp-toolkit,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
twine-toolkit,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
superPandas,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
twine3,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
lightning-binding,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pytest-asyncio-v2,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
scipy-api,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pillow-toolkit,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
lightning_python,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
isort-modern,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
requests-binding,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
mlflow-next,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pydantic-easy,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
statsmodels3,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
opencv-client,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pipIsort,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
modernPytestasyncio,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
anthropic2,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
twine-utils,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
catboost-client,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
openai2,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
dask-pro,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
statsmodels-modern,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
starlette-binding,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
spacy-python,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
scipy-python,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
xWebsockets,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
modernTwine,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
click_core,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
isort-simple,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
torch-sdk,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
cick,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
pre_commit_core,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pipPandas,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
statsmodels2024,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
